numer_sta,date,nb_niv,
07761,20241208005835,511,
p_niv,altitude,t,td,dd,ff,
7264,18027.000000,212.680000,183.370000,318,6.500000,
7217,18067.400000,213.010000,183.600000,325,5.500000,
7174,18104.800000,214.030000,184.300000,336,4.600000,
7135,18139.100000,214.340000,184.520000,350,3.900000,
7095,18174.500000,214.660000,184.740000,6,3.300000,
7060,18205.300000,214.770000,184.820000,28,2.900000,
7042,18221.100000,214.850000,184.870000,40,2.800000,
7002,18257.400000,215.390000,185.250000,62,2.900000,
6936,18317.100000,215.290000,185.180000,89,3.400000,
6894,18355.600000,215.180000,185.100000,101,3.900000,
6852,18393.600000,214.940000,184.940000,109,4.200000,
6812,18430.300000,214.590000,184.690000,115,4.500000,
6773,18467.000000,214.240000,184.450000,119,4.700000,
6736,18500.800000,213.920000,184.230000,123,5.000000,
6705,18529.800000,213.660000,184.050000,127,5.400000,
6664,18568.200000,213.350000,183.830000,132,5.800000,
6618,18611.800000,212.990000,183.590000,137,6.200000,
6572,18654.700000,212.740000,183.410000,142,6.700000,
6525,18700.100000,212.520000,183.260000,147,7.100000,
6478,18744.900000,212.310000,183.110000,152,7.200000,
6455,18766.900000,212.220000,183.050000,155,7.200000,
6391,18828.900000,211.860000,182.790000,164,6.800000,
6348,18870.900000,211.670000,182.670000,171,6.400000,
6306,18912.000000,211.530000,182.560000,181,5.800000,
6288,18929.300000,211.490000,182.540000,188,5.600000,
6230,18986.600000,211.990000,182.890000,210,5.100000,
6186,19031.200000,212.450000,183.210000,227,5.200000,
6141,19076.200000,212.700000,183.380000,243,5.700000,
6098,19119.300000,212.660000,183.350000,254,6.400000,
6056,19162.800000,212.660000,183.350000,263,7.100000,
6011,19209.500000,212.700000,183.380000,269,7.700000,
5962,19260.200000,212.760000,183.420000,273,8.000000,
5937,19286.200000,212.790000,183.440000,275,8.100000,
5883,19343.400000,213.020000,183.600000,280,7.800000,
5820,19410.700000,212.990000,183.590000,283,7.300000,
5771,19463.000000,213.350000,183.830000,283,6.700000,
5723,19515.700000,213.700000,184.070000,281,6.100000,
5674,19568.700000,213.500000,183.940000,277,5.600000,
5627,19620.800000,213.330000,183.820000,272,5.300000,
5583,19670.000000,213.390000,183.860000,267,5.100000,
5549,19707.900000,213.680000,184.060000,262,5.100000,
5516,19745.100000,213.860000,184.190000,259,5.200000,
5480,19786.800000,213.810000,184.150000,257,5.300000,
5449,19821.800000,213.810000,184.150000,253,5.500000,
5415,19861.400000,213.810000,184.150000,246,5.700000,
5378,19903.700000,213.750000,184.110000,241,6.000000,
5343,19945.000000,213.620000,184.020000,236,6.400000,
5309,19985.400000,213.660000,184.050000,233,6.700000,
5274,20025.900000,213.700000,184.070000,233,7.000000,
5242,20064.600000,213.640000,184.040000,235,7.200000,
5205,20108.500000,213.470000,183.920000,239,7.200000,
5170,20150.800000,213.220000,183.740000,244,7.100000,
5140,20187.200000,212.920000,183.530000,248,7.000000,
5109,20224.900000,212.590000,183.300000,254,6.900000,
5076,20265.100000,212.280000,183.090000,260,6.700000,
5043,20305.800000,211.970000,182.870000,265,6.700000,
5011,20345.200000,211.880000,182.810000,272,6.700000,
4979,20384.600000,212.150000,183.000000,278,6.700000,
4946,20426.800000,212.520000,183.250000,284,6.600000,
4910,20471.800000,212.810000,183.460000,289,6.300000,
4873,20519.100000,212.500000,183.240000,294,5.900000,
4832,20570.800000,212.300000,183.100000,299,5.300000,
4793,20621.900000,212.090000,182.960000,303,4.700000,
4754,20671.900000,212.110000,182.970000,308,4.200000,
4715,20724.100000,212.110000,182.970000,312,3.800000,
4679,20770.700000,212.000000,182.900000,314,3.500000,
4649,20811.200000,211.990000,182.890000,316,3.300000,
4634,20830.600000,211.980000,182.880000,315,3.300000,
4591,20888.700000,212.470000,183.220000,308,2.900000,
4560,20930.800000,213.050000,183.620000,298,2.700000,
4533,20968.500000,214.380000,184.550000,284,2.700000,
4501,21012.100000,214.420000,184.570000,270,2.800000,
4467,21060.300000,214.330000,184.510000,262,3.100000,
4436,21103.600000,214.470000,184.610000,259,3.300000,
4423,21122.300000,214.720000,184.780000,259,3.400000,
4387,21174.200000,214.540000,184.660000,261,3.400000,
4360,21212.000000,214.330000,184.510000,266,3.300000,
4327,21259.600000,214.100000,184.360000,271,3.100000,
4291,21311.900000,213.850000,184.180000,278,3.000000,
4258,21361.000000,213.530000,183.960000,287,3.000000,
4229,21402.700000,213.310000,183.810000,295,3.200000,
4199,21447.600000,213.190000,183.720000,300,3.500000,
