numer_sta,date,nb_niv,
07761,20250131111532,3256,
p_niv,altitude,t,td,dd,ff,
49430,5687.000000,246.640000,243.340000,229,14.200000,
49370,5696.000000,246.610000,242.930000,229,14.100000,
49290,5708.000000,246.500000,242.290000,228,14.100000,
49200,5720.000000,246.390000,241.800000,228,14.100000,
49130,5730.000000,246.310000,241.490000,228,14.100000,
49060,5741.000000,246.350000,241.340000,229,14.100000,
48980,5753.000000,246.150000,240.960000,229,14.200000,
48920,5762.000000,246.110000,240.740000,230,14.200000,
48860,5771.000000,246.040000,240.460000,231,14.300000,
48790,5781.000000,245.910000,240.180000,231,14.400000,
48700,5794.000000,245.800000,240.000000,232,14.500000,
48640,5803.000000,245.740000,239.900000,232,14.600000,
48570,5814.000000,245.710000,239.510000,232,14.800000,
48500,5823.000000,245.690000,238.980000,232,14.900000,
48400,5838.000000,245.600000,238.640000,232,15.000000,
48370,5843.000000,245.490000,238.430000,233,15.200000,
48240,5862.000000,245.340000,238.230000,233,15.500000,
48140,5877.000000,245.210000,238.150000,233,15.800000,
48080,5887.000000,245.100000,238.080000,233,16.000000,
47980,5900.000000,244.990000,238.040000,234,16.300000,
47920,5910.000000,244.920000,238.070000,234,16.500000,
47860,5919.000000,244.850000,238.050000,234,16.600000,
47790,5930.000000,244.700000,237.880000,234,16.700000,
